filename,slug,indexStatus,action_taken
animatori-petreceri-copii-belle-popesti-leordeni.md,animatori-petreceri-copii-belle-popesti-leordeni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-belle-sabareni.md,animatori-petreceri-copii-belle-sabareni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-belle-sector-1.md,animatori-petreceri-copii-belle-sector-1,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-belle-sector-2.md,animatori-petreceri-copii-belle-sector-2,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-belle-sector-3.md,animatori-petreceri-copii-belle-sector-3,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-belle-sector-4.md,animatori-petreceri-copii-belle-sector-4,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-belle-sector-5.md,animatori-petreceri-copii-belle-sector-5,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-belle-sector-6.md,animatori-petreceri-copii-belle-sector-6,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-belle-snagov.md,animatori-petreceri-copii-belle-snagov,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-belle-stefanestii-de-jos.md,animatori-petreceri-copii-belle-stefanestii-de-jos,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-belle-tancabesti.md,animatori-petreceri-copii-belle-tancabesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-belle-tartasesti.md,animatori-petreceri-copii-belle-tartasesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-belle-tunari.md,animatori-petreceri-copii-belle-tunari,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-belle-vidra.md,animatori-petreceri-copii-belle-vidra,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-belle-voluntari.md,animatori-petreceri-copii-belle-voluntari,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-berceni-bucuresti.md,animatori-petreceri-copii-berceni-bucuresti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-berceni-sector-4-bucuresti.md,animatori-petreceri-copii-berceni-sector-4-bucuresti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-bucuresti-cea-mai-buna-alegere-2025.md,animatori-petreceri-copii-bucuresti-cea-mai-buna-alegere-2025,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-bumblebee-baneasa.md,animatori-petreceri-copii-bumblebee-baneasa,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-bumblebee-cornetu.md,animatori-petreceri-copii-bumblebee-cornetu,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-bumblebee-dobroesti.md,animatori-petreceri-copii-bumblebee-dobroesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-bumblebee-domnesti.md,animatori-petreceri-copii-bumblebee-domnesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-bumblebee-glina.md,animatori-petreceri-copii-bumblebee-glina,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-bumblebee-gradistea.md,animatori-petreceri-copii-bumblebee-gradistea,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-bumblebee-jilava.md,animatori-petreceri-copii-bumblebee-jilava,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-bumblebee-moara-vlasiei.md,animatori-petreceri-copii-bumblebee-moara-vlasiei,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-bumblebee-pantelimon.md,animatori-petreceri-copii-bumblebee-pantelimon,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-bumblebee-sector-3.md,animatori-petreceri-copii-bumblebee-sector-3,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-bumblebee-sector-6.md,animatori-petreceri-copii-bumblebee-sector-6,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-bumblebee-snagov.md,animatori-petreceri-copii-bumblebee-snagov,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-captain-america-berceni.md,animatori-petreceri-copii-captain-america-berceni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-captain-america-buftea.md,animatori-petreceri-copii-captain-america-buftea,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-captain-america-chiajna.md,animatori-petreceri-copii-captain-america-chiajna,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-captain-america-ciorogarla.md,animatori-petreceri-copii-captain-america-ciorogarla,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-captain-america-clinceni.md,animatori-petreceri-copii-captain-america-clinceni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-captain-america-cornetu.md,animatori-petreceri-copii-captain-america-cornetu,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-captain-america-dascalu.md,animatori-petreceri-copii-captain-america-dascalu,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-captain-america-ganeasa.md,animatori-petreceri-copii-captain-america-ganeasa,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-captain-america-glina.md,animatori-petreceri-copii-captain-america-glina,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-captain-america-gradistea.md,animatori-petreceri-copii-captain-america-gradistea,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-captain-america-gruiu.md,animatori-petreceri-copii-captain-america-gruiu,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-captain-america-moara-vlasiei.md,animatori-petreceri-copii-captain-america-moara-vlasiei,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-captain-america-mogosoaia.md,animatori-petreceri-copii-captain-america-mogosoaia,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-captain-america-peris.md,animatori-petreceri-copii-captain-america-peris,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-captain-america-petrachioaia.md,animatori-petreceri-copii-captain-america-petrachioaia,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-captain-america-popesti-leordeni.md,animatori-petreceri-copii-captain-america-popesti-leordeni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-captain-america-sector-3.md,animatori-petreceri-copii-captain-america-sector-3,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-captain-america-sector-6.md,animatori-petreceri-copii-captain-america-sector-6,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-captain-america-stefanestii-de-jos.md,animatori-petreceri-copii-captain-america-stefanestii-de-jos,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-captain-america-vidra.md,animatori-petreceri-copii-captain-america-vidra,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-captain-america-voluntari.md,animatori-petreceri-copii-captain-america-voluntari,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-cenusareasa-1-decembrie.md,animatori-petreceri-copii-cenusareasa-1-decembrie,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-cenusareasa-adunatii-copaceni.md,animatori-petreceri-copii-cenusareasa-adunatii-copaceni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-cenusareasa-afumati.md,animatori-petreceri-copii-cenusareasa-afumati,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-cenusareasa-balotesti.md,animatori-petreceri-copii-cenusareasa-balotesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-cenusareasa-berceni.md,animatori-petreceri-copii-cenusareasa-berceni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-cenusareasa-bragadiru.md,animatori-petreceri-copii-cenusareasa-bragadiru,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-cenusareasa-buftea.md,animatori-petreceri-copii-cenusareasa-buftea,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-cenusareasa-cernica.md,animatori-petreceri-copii-cenusareasa-cernica,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-cenusareasa-chiajna.md,animatori-petreceri-copii-cenusareasa-chiajna,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-cenusareasa-chitila.md,animatori-petreceri-copii-cenusareasa-chitila,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-cenusareasa-ciocanesti.md,animatori-petreceri-copii-cenusareasa-ciocanesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-cenusareasa-ciolpani.md,animatori-petreceri-copii-cenusareasa-ciolpani,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-cenusareasa-ciorogarla.md,animatori-petreceri-copii-cenusareasa-ciorogarla,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-cenusareasa-clinceni.md,animatori-petreceri-copii-cenusareasa-clinceni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-cenusareasa-copaceni.md,animatori-petreceri-copii-cenusareasa-copaceni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-cenusareasa-corbeanca.md,animatori-petreceri-copii-cenusareasa-corbeanca,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-cenusareasa-cornetu.md,animatori-petreceri-copii-cenusareasa-cornetu,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-cenusareasa-crevedia.md,animatori-petreceri-copii-cenusareasa-crevedia,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-cenusareasa-dascalu.md,animatori-petreceri-copii-cenusareasa-dascalu,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-cenusareasa-dobroesti.md,animatori-petreceri-copii-cenusareasa-dobroesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-cenusareasa-domnesti.md,animatori-petreceri-copii-cenusareasa-domnesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-cenusareasa-dragomiresti-vale.md,animatori-petreceri-copii-cenusareasa-dragomiresti-vale,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-cenusareasa-glina.md,animatori-petreceri-copii-cenusareasa-glina,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-cenusareasa-gradistea.md,animatori-petreceri-copii-cenusareasa-gradistea,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-cenusareasa-gruiu.md,animatori-petreceri-copii-cenusareasa-gruiu,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-cenusareasa-jilava.md,animatori-petreceri-copii-cenusareasa-jilava,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-cenusareasa-joita.md,animatori-petreceri-copii-cenusareasa-joita,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-cenusareasa-magurele.md,animatori-petreceri-copii-cenusareasa-magurele,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-cenusareasa-mihailesti.md,animatori-petreceri-copii-cenusareasa-mihailesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-cenusareasa-moara-vlasiei.md,animatori-petreceri-copii-cenusareasa-moara-vlasiei,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-cenusareasa-mogosoaia.md,animatori-petreceri-copii-cenusareasa-mogosoaia,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-cenusareasa-nuci.md,animatori-petreceri-copii-cenusareasa-nuci,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-cenusareasa-otopeni.md,animatori-petreceri-copii-cenusareasa-otopeni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-cenusareasa-pantelimon.md,animatori-petreceri-copii-cenusareasa-pantelimon,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-cenusareasa-peris.md,animatori-petreceri-copii-cenusareasa-peris,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-cenusareasa-petrachioaia.md,animatori-petreceri-copii-cenusareasa-petrachioaia,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-cenusareasa-popesti-leordeni.md,animatori-petreceri-copii-cenusareasa-popesti-leordeni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-cenusareasa-sabareni.md,animatori-petreceri-copii-cenusareasa-sabareni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-cenusareasa-sector-1.md,animatori-petreceri-copii-cenusareasa-sector-1,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-cenusareasa-sector-2.md,animatori-petreceri-copii-cenusareasa-sector-2,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-cenusareasa-sector-3.md,animatori-petreceri-copii-cenusareasa-sector-3,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-cenusareasa-sector-4.md,animatori-petreceri-copii-cenusareasa-sector-4,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-cenusareasa-sector-5.md,animatori-petreceri-copii-cenusareasa-sector-5,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-cenusareasa-sector-6.md,animatori-petreceri-copii-cenusareasa-sector-6,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-cenusareasa-snagov.md,animatori-petreceri-copii-cenusareasa-snagov,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-cenusareasa-stefanestii-de-jos.md,animatori-petreceri-copii-cenusareasa-stefanestii-de-jos,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-cenusareasa-tancabesti.md,animatori-petreceri-copii-cenusareasa-tancabesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-cenusareasa-tartasesti.md,animatori-petreceri-copii-cenusareasa-tartasesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-cenusareasa-tunari.md,animatori-petreceri-copii-cenusareasa-tunari,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-cenusareasa-vidra.md,animatori-petreceri-copii-cenusareasa-vidra,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-cenusareasa-voluntari.md,animatori-petreceri-copii-cenusareasa-voluntari,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-1-decembrie.md,animatori-petreceri-copii-chase-1-decembrie,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-adunatii-copaceni.md,animatori-petreceri-copii-chase-adunatii-copaceni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-afumati.md,animatori-petreceri-copii-chase-afumati,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-balotesti.md,animatori-petreceri-copii-chase-balotesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-berceni.md,animatori-petreceri-copii-chase-berceni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-bragadiru.md,animatori-petreceri-copii-chase-bragadiru,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-buftea.md,animatori-petreceri-copii-chase-buftea,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-cernica.md,animatori-petreceri-copii-chase-cernica,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-chiajna.md,animatori-petreceri-copii-chase-chiajna,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-chitila.md,animatori-petreceri-copii-chase-chitila,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-ciocanesti.md,animatori-petreceri-copii-chase-ciocanesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-ciolpani.md,animatori-petreceri-copii-chase-ciolpani,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-ciorogarla.md,animatori-petreceri-copii-chase-ciorogarla,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-clinceni.md,animatori-petreceri-copii-chase-clinceni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-copaceni.md,animatori-petreceri-copii-chase-copaceni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-corbeanca.md,animatori-petreceri-copii-chase-corbeanca,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-crevedia.md,animatori-petreceri-copii-chase-crevedia,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-dascalu.md,animatori-petreceri-copii-chase-dascalu,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-dobroesti.md,animatori-petreceri-copii-chase-dobroesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-domnesti.md,animatori-petreceri-copii-chase-domnesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-dragomiresti-vale.md,animatori-petreceri-copii-chase-dragomiresti-vale,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-glina.md,animatori-petreceri-copii-chase-glina,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-gradistea.md,animatori-petreceri-copii-chase-gradistea,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-gruiu.md,animatori-petreceri-copii-chase-gruiu,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-jilava.md,animatori-petreceri-copii-chase-jilava,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-joita.md,animatori-petreceri-copii-chase-joita,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-magurele.md,animatori-petreceri-copii-chase-magurele,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-mihailesti.md,animatori-petreceri-copii-chase-mihailesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-moara-vlasiei.md,animatori-petreceri-copii-chase-moara-vlasiei,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-mogosoaia.md,animatori-petreceri-copii-chase-mogosoaia,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-nuci.md,animatori-petreceri-copii-chase-nuci,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-otopeni.md,animatori-petreceri-copii-chase-otopeni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-pantelimon.md,animatori-petreceri-copii-chase-pantelimon,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-paw-patrol-1-decembrie.md,animatori-petreceri-copii-chase-paw-patrol-1-decembrie,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-paw-patrol-afumati.md,animatori-petreceri-copii-chase-paw-patrol-afumati,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-paw-patrol-branesti.md,animatori-petreceri-copii-chase-paw-patrol-branesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-paw-patrol-copaceni.md,animatori-petreceri-copii-chase-paw-patrol-copaceni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-paw-patrol-corbeanca.md,animatori-petreceri-copii-chase-paw-patrol-corbeanca,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-paw-patrol-dascalu.md,animatori-petreceri-copii-chase-paw-patrol-dascalu,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-paw-patrol-dobroesti.md,animatori-petreceri-copii-chase-paw-patrol-dobroesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-paw-patrol-domnesti.md,animatori-petreceri-copii-chase-paw-patrol-domnesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-paw-patrol-dragomiresti-vale.md,animatori-petreceri-copii-chase-paw-patrol-dragomiresti-vale,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-paw-patrol-ganeasa.md,animatori-petreceri-copii-chase-paw-patrol-ganeasa,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-paw-patrol-gruiu.md,animatori-petreceri-copii-chase-paw-patrol-gruiu,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-paw-patrol-nuci.md,animatori-petreceri-copii-chase-paw-patrol-nuci,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-paw-patrol-otopeni.md,animatori-petreceri-copii-chase-paw-patrol-otopeni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-paw-patrol-peris.md,animatori-petreceri-copii-chase-paw-patrol-peris,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-paw-patrol-sector-5.md,animatori-petreceri-copii-chase-paw-patrol-sector-5,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-paw-patrol-snagov.md,animatori-petreceri-copii-chase-paw-patrol-snagov,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-paw-patrol-stefanestii-de-jos.md,animatori-petreceri-copii-chase-paw-patrol-stefanestii-de-jos,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-peris.md,animatori-petreceri-copii-chase-peris,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-petrachioaia.md,animatori-petreceri-copii-chase-petrachioaia,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-popesti-leordeni.md,animatori-petreceri-copii-chase-popesti-leordeni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-sabareni.md,animatori-petreceri-copii-chase-sabareni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-sector-1.md,animatori-petreceri-copii-chase-sector-1,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-sector-2.md,animatori-petreceri-copii-chase-sector-2,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-sector-3.md,animatori-petreceri-copii-chase-sector-3,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-sector-4.md,animatori-petreceri-copii-chase-sector-4,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-sector-5.md,animatori-petreceri-copii-chase-sector-5,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-sector-6.md,animatori-petreceri-copii-chase-sector-6,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-snagov.md,animatori-petreceri-copii-chase-snagov,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-stefanestii-de-jos.md,animatori-petreceri-copii-chase-stefanestii-de-jos,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-tancabesti.md,animatori-petreceri-copii-chase-tancabesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-tartasesti.md,animatori-petreceri-copii-chase-tartasesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-tunari.md,animatori-petreceri-copii-chase-tunari,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-vidra.md,animatori-petreceri-copii-chase-vidra,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-chase-voluntari.md,animatori-petreceri-copii-chase-voluntari,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-ciorogarla-ilfov.md,animatori-petreceri-copii-ciorogarla-ilfov,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-cluj-napoca-superparty.md,animatori-petreceri-copii-cluj-napoca-superparty,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-colentina-bucuresti.md,animatori-petreceri-copii-colentina-bucuresti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-colentina-sector-2.md,animatori-petreceri-copii-colentina-sector-2,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-corbeanca-ilfov.md,animatori-petreceri-copii-corbeanca-ilfov,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-cotroceni-bucuresti.md,animatori-petreceri-copii-cotroceni-bucuresti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-crangasi-bucuresti.md,animatori-petreceri-copii-crangasi-bucuresti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-darasti-ilfov.md,animatori-petreceri-copii-darasti-ilfov,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-domnesti-ilfov.md,animatori-petreceri-copii-domnesti-ilfov,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-dorobanti-bucuresti.md,animatori-petreceri-copii-dorobanti-bucuresti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-drumul-taberei-bucuresti.md,animatori-petreceri-copii-drumul-taberei-bucuresti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-elsa-afumati.md,animatori-petreceri-copii-elsa-afumati,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-elsa-baneasa.md,animatori-petreceri-copii-elsa-baneasa,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-elsa-berceni.md,animatori-petreceri-copii-elsa-berceni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-elsa-copaceni.md,animatori-petreceri-copii-elsa-copaceni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
